Month/Year: 05/2013
Station Location: LOS ANGELES INTERNATIONAL AIRPORT (23174)
Lat: 33.938
Lon: -118.388
Elev: 97 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
23174,20130505,1653,11,SCT027 SCT035 BKN065, ,10.00, , , ,65, ,18.3, ,57, ,14.0, ,51, ,10.6, , 61, ,11, ,150, , , ,29.56, , , , , ,29.90, ,AA, , , ,29.91, 
23174,20130505,1753,11,SCT027 SCT031 BKN095, ,10.00, , , ,63, ,17.2, ,56, ,13.5, ,51, ,10.6, , 65, ,10, ,160, , , ,29.56, , , , , ,29.91, ,AA, , , ,29.91, 
23174,20130505,1805,11,BKN025 BKN030 OVC095, ,10.00, , , ,63, ,17.0, ,57, ,13.8, ,52, ,11.0, , 68, ,14, ,140, ,17, ,29.56, , , , , ,M, ,SP, , , ,29.91, 
23174,20130505,1842,11,SCT060 BKN090, ,10.00, , , ,63, ,17.0, ,57, ,13.8, ,52, ,11.0, , 68, ,11, ,170, , , ,29.57, , , , , ,M, ,SP, , , ,29.92, 
23174,20130505,1853,11,BKN060 BKN090, ,10.00, , , ,62, ,16.7, ,56, ,13.3, ,51, ,10.6, , 67, ,11, ,140, , , ,29.57, , , , , ,29.91, ,AA, , , ,29.92, 
23174,20130505,1953,11,FEW021 OVC060, ,10.00, , , ,62, ,16.7, ,57, ,13.8, ,53, ,11.7, , 73, ,11, ,140, , , ,29.58, , , , , ,29.93, ,AA, , , ,29.93, 
23174,20130505,2053,11,FEW021 OVC060, ,10.00, , , ,62, ,16.7, ,57, ,13.8, ,53, ,11.7, , 73, ,11, ,140, , , ,29.59, , , , , ,29.93, ,AA, , , ,29.94, 
23174,20130505,2110,11,SCT021 BKN027 OVC060, ,10.00, , , ,61, ,16.0, ,57, ,13.9, ,54, ,12.0, , 78, ,11, ,110, , , ,29.60, , , , , ,M, ,SP, , , ,29.95, 
23174,20130505,2153,11,SCT021 BKN027 OVC060, ,10.00, ,-RA, ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 9, ,120, , , ,29.59, , , , , ,29.94, ,AA, ,  T, ,29.94, 
23174,20130505,2253,11,FEW011 BKN018 OVC040, , 7.00, ,-RA, ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, , 90, , 7, ,090, , , ,29.60, , , , , ,29.94, ,AA, ,  T, ,29.95, 
23174,20130505,2353,11,SCT008 BKN014 OVC020, , 3.00, ,RA BR, ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, , 90, ,13, ,110, ,17, ,29.59, , , , , ,29.93, ,AA, ,0.03, ,29.94, 
23174,20130506,0053,11,FEW008 BKN014 OVC023, , 5.00, ,-RA BR, ,59, ,15.0, ,58, ,14.3, ,57, ,13.9, , 93, , 6, ,110, , , ,29.58, , , , , ,29.92, ,AA, ,0.02, ,29.93, 
23174,20130506,0153,11,SCT007 BKN014 OVC024, , 6.00, ,BR, ,59, ,15.0, ,58, ,14.3, ,57, ,13.9, , 93, , 6, ,130, , , ,29.56, , , , , ,29.91, ,AA, ,0.02, ,29.91, 
23174,20130506,0253,11,FEW007 BKN012 OVC020, , 9.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 6, ,140, , , ,29.56, , , , , ,29.90, ,AA, , , ,29.91, 
23174,20130506,0350,11,FEW007 SCT012 OVC020, ,10.00, , , ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 7, ,150, , , ,29.55, , , , , ,M, ,SP, , , ,29.90, 
23174,20130506,0353,11,FEW007 SCT012 OVC020, ,10.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 7, ,140, , , ,29.55, , , , , ,29.89, ,AA, , , ,29.90, 
23174,20130506,0453,11,SCT007 BKN010 OVC028, , 3.00, ,-RA BR, ,60, ,15.6, ,59, ,14.9, ,58, ,14.4, , 93, , 8, ,130, , , ,29.55, , , , , ,29.90, ,AA, ,0.04, ,29.90, 
23174,20130506,0553,11,SCT007 BKN012 OVC045, , 6.00, ,-RA BR, ,61, ,16.1, ,59, ,15.1, ,58, ,14.4, , 90, , 3, ,130, , , ,29.59, , , , , ,29.93, ,AA, ,  T, ,29.94, 
23174,20130506,0627,11,SCT007 BKN019 OVC055, ,10.00, , , ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 5, ,170, , , ,29.60, , , , , ,M, ,SP, , , ,29.95, 
23174,20130506,0653,11,SCT006 BKN025 OVC060, ,10.00, ,-RA, ,62, ,16.7, ,60, ,15.3, ,58, ,14.4, , 87, , 7, ,170, , , ,29.60, , , , , ,29.95, ,AA, ,  T, ,29.95, 
23174,20130506,0753,11,SCT007 BKN025 OVC060, ,10.00, , , ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 3, ,VR , , , ,29.61, , , , , ,29.96, ,AA, ,0.02, ,29.96, 
23174,20130506,0842,11,SCT008 BKN030 BKN060, , 8.00, , , ,63, ,17.0, ,58, ,14.6, ,55, ,13.0, , 75, , 7, ,170, , , ,29.62, , , , , ,M, ,SP, , , ,29.97, 
23174,20130506,0853,11,SCT008 BKN030 BKN060, , 7.00, ,-RA, ,63, ,17.2, ,59, ,14.9, ,56, ,13.3, , 78, , 6, ,180, , , ,29.62, , , , , ,29.96, ,AA, ,  T, ,29.97, 
23174,20130506,0953,11,FEW009 SCT028 BKN060, , 8.00, , , ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 8, ,210, , , ,29.63, , , , , ,29.98, ,AA, ,  T, ,29.98, 
23174,20130506,1053,11,SCT028 SCT034 BKN075, , 9.00, , , ,66, ,18.9, ,58, ,14.5, ,52, ,11.1, , 61, , 8, ,220, , , ,29.64, , , , , ,29.98, ,AA, , , ,29.99, 
23174,20130506,1153,11,FEW028 BKN060 BKN080, , 9.00, , , ,68, ,20.0, ,59, ,15.2, ,53, ,11.7, , 59, ,13, ,260, ,18, ,29.63, , , , , ,29.98, ,AA, , , ,29.98, 
23174,20130506,1253,11,SCT022 BKN075 BKN090, , 9.00, , , ,68, ,20.0, ,61, ,16.1, ,56, ,13.3, , 66, ,11, ,240, , , ,29.63, , , , , ,29.98, ,AA, , , ,29.98, 
23174,20130506,1353,11,FEW023 SCT029 BKN060, , 9.00, , , ,66, ,18.9, ,59, ,14.7, ,53, ,11.7, , 63, ,14, ,260, , , ,29.63, , , , , ,29.98, ,AA, , , ,29.98, 
23174,20130506,1453,11,FEW026 SCT060 SCT075, ,10.00, , , ,66, ,18.9, ,59, ,15.0, ,54, ,12.2, , 65, , 9, ,240, ,17, ,29.62, , , , , ,29.97, ,AA, , , ,29.97, 
23174,20130506,1553,11,FEW030 SCT055, ,10.00, , , ,68, ,20.0, ,58, ,14.4, ,50, ,10.0, , 53, ,10, ,260, , , ,29.62, , , , , ,29.96, ,AA, , , ,29.97, 
23174,20130506,1653,11,BKN050 BKN065, ,10.00, , , ,65, ,18.3, ,58, ,14.2, ,52, ,11.1, , 63, , 8, ,250, , , ,29.62, , , , , ,29.96, ,AA, , , ,29.97, 
23174,20130506,1753,11,FEW022 SCT027 BKN050, ,10.00, , , ,65, ,18.3, ,59, ,15.1, ,55, ,12.8, , 70, , 8, ,230, , , ,29.62, , , , , ,29.97, ,AA, , , ,29.97, 
23174,20130506,1853,11,SCT018 BKN060, ,10.00, , , ,63, ,17.2, ,59, ,14.9, ,56, ,13.3, , 78, , 9, ,250, , , ,29.63, , , , , ,29.98, ,AA, , , ,29.98, 
23174,20130506,1953,11,OVC050, ,10.00, , , ,63, ,17.2, ,58, ,14.3, ,54, ,12.2, , 73, , 6, ,190, , , ,29.65, , , , , ,29.99, ,AA, , , ,30.00, 
23174,20130506,2053,11,FEW033 OVC046, ,10.00, , , ,63, ,17.2, ,58, ,14.3, ,54, ,12.2, , 73, , 6, ,190, , , ,29.66, , , , , ,30.01, ,AA, ,  T, ,30.01, 
23174,20130506,2153,11,OVC055, ,10.00, , , ,63, ,17.2, ,58, ,14.3, ,54, ,12.2, , 73, , 6, ,200, , , ,29.66, , , , , ,30.01, ,AA, , , ,30.01, 
23174,20130506,2253,11,SCT014 BKN036 BKN080, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, , 0, ,000, , , ,29.67, , , , , ,30.01, ,AA, , , ,30.02, 
23174,20130506,2353,11,FEW014 SCT027 BKN070, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 5, ,240, , , ,29.67, , , , , ,30.01, ,AA, ,0.06, ,30.02, 
23174,20130507,0053,11,FEW016 SCT027 BKN080, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 7, ,250, , , ,29.66, , , , , ,30.00, ,AA, , , ,30.01, 
23174,20130507,0153,11,FEW016 SCT040 BKN050, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 3, ,270, , , ,29.65, , , , , ,29.99, ,AA, , , ,30.00, 
23174,20130507,0250,11,FEW013 SCT019 BKN028, ,10.00, , , ,61, ,16.0, ,58, ,14.2, ,55, ,13.0, , 81, , 7, ,040, , , ,29.64, , , , , ,M, ,SP, , , ,29.99, 
23174,20130507,0253,11,FEW013 SCT019 BKN028, ,10.00, , , ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 7, ,040, , , ,29.64, , , , , ,29.99, ,AA, ,  T, ,29.99, 
23174,20130507,0349,11,FEW012 SCT020 BKN060, ,10.00, ,-RA, ,61, ,16.0, ,58, ,14.2, ,55, ,13.0, , 81, , 3, ,030, , , ,29.64, , , , , ,M, ,SP, , , ,29.99, 
23174,20130507,0353,11,FEW012 SCT020 BKN060, ,10.00, ,-RA, ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 3, ,040, , , ,29.64, , , , , ,29.98, ,AA, ,0.10, ,29.99, 
23174,20130507,0453,11,FEW010 SCT022 BKN050, , 8.00, ,-RA, ,60, ,15.6, ,57, ,13.9, ,55, ,12.8, , 84, , 0, ,000, , , ,29.65, , , , , ,29.99, ,AA, ,  T, ,30.00, 
23174,20130507,0521,11,FEW010 BKN020 BKN043, , 5.00, ,-RA BR, ,61, ,16.0, ,57, ,13.9, ,54, ,12.0, , 78, , 7, ,210, , , ,29.66, , , , , ,M, ,SP, , , ,30.01, 
23174,20130507,0553,11,FEW010 BKN024 BKN043, , 7.00, ,-RA, ,59, ,15.0, ,55, ,12.8, ,52, ,11.1, , 78, , 3, ,350, , , ,29.67, , , , , ,30.01, ,AA, ,0.10, ,30.02, 
23174,20130507,0653,11,FEW014 BKN024 BKN060, ,10.00, , , ,60, ,15.6, ,55, ,12.8, ,51, ,10.6, , 72, , 0, ,000, , , ,29.67, , , , , ,30.01, ,AA, ,  T, ,30.02, 
23174,20130507,0731,11,FEW014 SCT024 BKN060, ,10.00, , , ,63, ,17.0, ,57, ,13.8, ,52, ,11.0, , 68, , 5, ,110, , , ,29.67, , , , , ,M, ,SP, , , ,30.02, 
23174,20130507,0753,11,FEW015 SCT060 BKN080, ,10.00, , , ,64, ,17.8, ,56, ,13.2, ,49, ,9.4, , 58, , 3, ,100, , , ,29.68, , , , , ,30.02, ,AA, ,  T, ,30.03, 
23174,20130507,0853,11,FEW017 SCT070 BKN080, ,10.00, , , ,64, ,17.8, ,57, ,13.7, ,51, ,10.6, , 63, , 5, ,140, , , ,29.68, , , , , ,30.03, ,AA, , , ,30.03, 
23174,20130507,0953,11,FEW038 SCT075 SCT100, ,10.00, , , ,67, ,19.4, ,58, ,14.2, ,50, ,10.0, , 55, , 0, ,000, , , ,29.69, , , , , ,30.03, ,AA, , , ,30.04, 
23174,20130507,1053,11,FEW040 SCT080 SCT110, ,10.00, , , ,68, ,20.0, ,57, ,13.9, ,48, ,8.9, , 49, ,10, ,270, , , ,29.69, , , , , ,30.03, ,AA, , , ,30.04, 
23174,20130507,1153,11,FEW045 SCT080 SCT120, ,10.00, , , ,67, ,19.4, ,58, ,14.4, ,51, ,10.6, , 57, ,10, ,270, , , ,29.68, , , , , ,30.03, ,AA, , , ,30.03, 
23174,20130507,1253,11,FEW045 SCT090 SCT120, ,10.00, , , ,68, ,20.0, ,58, ,14.4, ,50, ,10.0, , 53, ,13, ,250, , , ,29.68, , , , , ,30.02, ,AA, , , ,30.03, 
23174,20130507,1353,11,FEW050 SCT090 SCT140, ,10.00, , , ,68, ,20.0, ,59, ,14.9, ,52, ,11.1, , 57, ,16, ,250, , , ,29.68, , , , , ,30.02, ,AA, , , ,30.03, 
23174,20130507,1453,11,FEW100, ,10.00, , , ,68, ,20.0, ,59, ,14.9, ,52, ,11.1, , 57, ,14, ,250, , , ,29.66, , , , , ,30.01, ,AA, , , ,30.01, 
23174,20130507,1553,11,FEW100, ,10.00, , , ,67, ,19.4, ,59, ,14.7, ,52, ,11.1, , 59, ,17, ,260, , , ,29.66, , , , , ,30.01, ,AA, , , ,30.01, 
23174,20130507,1653,11,SCT075, ,10.00, , , ,65, ,18.3, ,58, ,14.5, ,53, ,11.7, , 65, ,14, ,230, , , ,29.66, , , , , ,30.01, ,AA, , , ,30.01, 
23174,20130507,1753,11,BKN080, ,10.00, , , ,64, ,17.8, ,58, ,14.3, ,53, ,11.7, , 68, ,15, ,260, , , ,29.66, , , , , ,30.01, ,AA, , , ,30.01, 
23174,20130507,1853,11,BKN060, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, ,13, ,270, , , ,29.67, , , , , ,30.02, ,AA, , , ,30.02, 
23174,20130507,1953,11,BKN060, ,10.00, , , ,63, ,17.2, ,59, ,14.9, ,56, ,13.3, , 78, ,14, ,270, , , ,29.68, , , , , ,30.03, ,AA, , , ,30.03, 
23174,20130507,2053,11,SCT060, ,10.00, , , ,62, ,16.7, ,58, ,14.4, ,55, ,12.8, , 78, ,10, ,250, , , ,29.70, , , , , ,30.04, ,AA, , , ,30.05, 
23174,20130507,2153,11,FEW015 SCT060 SCT075, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 9, ,260, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130507,2253,11,FEW020 BKN080, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 8, ,240, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130507,2353,11,FEW020 SCT080, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 8, ,250, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130508,0053,11,BKN016 BKN080, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 8, ,270, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130508,0153,11,BKN016 BKN080, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 9, ,270, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130508,0159,11,SCT016 BKN080, ,10.00, , , ,61, ,16.0, ,58, ,14.2, ,55, ,13.0, , 81, ,10, ,270, , , ,29.72, , , , , ,M, ,SP, , , ,30.07, 
23174,20130508,0250,11,SCT015 BKN026 BKN080, ,10.00, , , ,61, ,16.0, ,58, ,14.2, ,55, ,13.0, , 81, ,10, ,280, , , ,29.72, , , , , ,M, ,SP, , , ,30.07, 
23174,20130508,0253,11,SCT015 BKN026 BKN080, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 9, ,270, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130508,0353,11,SCT015 BKN026 OVC080, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 6, ,280, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130508,0434,11,FEW009 SCT025 BKN075, ,10.00, , , ,61, ,16.0, ,58, ,14.2, ,55, ,13.0, , 81, , 7, ,290, , , ,29.72, , , , , ,M, ,SP, , , ,30.07, 
23174,20130508,0453,11,FEW009 SCT025 BKN075, ,10.00, , , ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 7, ,290, , , ,29.73, , , , , ,30.07, ,AA, , , ,30.08, 
23174,20130508,0553,11,FEW018 SCT050 BKN075, ,10.00, , , ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 7, ,260, , , ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130508,0653,11,FEW019 SCT050 BKN075, ,10.00, , , ,62, ,16.7, ,57, ,13.8, ,53, ,11.7, , 73, , 5, ,270, , , ,29.75, , , , , ,30.09, ,AA, , , ,30.10, 
23174,20130508,0753,11,FEW020 SCT050 BKN080, ,10.00, , , ,65, ,18.3, ,57, ,14.0, ,51, ,10.6, , 61, , 5, ,330, , , ,29.75, , , , , ,30.09, ,AA, , , ,30.10, 
23174,20130508,0853,11,FEW025 SCT050 BKN090, ,10.00, , , ,66, ,18.9, ,58, ,14.2, ,51, ,10.6, , 59, ,10, ,240, , , ,29.75, , , , , ,30.10, ,AA, , , ,30.10, 
23174,20130508,0953,11,FEW030 SCT100 SCT180, ,10.00, , , ,67, ,19.4, ,58, ,14.4, ,51, ,10.6, , 57, ,11, ,250, , , ,29.75, , , , , ,30.10, ,AA, , , ,30.10, 
23174,20130508,1053,11,FEW032 SCT110 BKN180, ,10.00, , , ,68, ,20.0, ,59, ,14.9, ,52, ,11.1, , 57, ,13, ,250, , , ,29.75, , , , , ,30.10, ,AA, , , ,30.10, 
23174,20130508,1153,11,FEW035 BKN060 BKN140, ,10.00, , , ,67, ,19.4, ,59, ,14.7, ,52, ,11.1, , 59, ,13, ,250, , , ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130508,1253,11,FEW037 SCT065 SCT150, ,10.00, , , ,68, ,20.0, ,59, ,15.2, ,53, ,11.7, , 59, ,17, ,240, , , ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130508,1353,11,FEW045 SCT070 SCT160, ,10.00, , , ,67, ,19.4, ,59, ,15.0, ,53, ,11.7, , 61, ,18, ,260, ,23, ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130508,1453,11,SCT065, ,10.00, , , ,67, ,19.4, ,59, ,15.0, ,53, ,11.7, , 61, ,17, ,250, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130508,1553,11,SCT070, ,10.00, , , ,65, ,18.3, ,59, ,14.8, ,54, ,12.2, , 68, ,16, ,260, , , ,29.73, , , , , ,30.07, ,AA, , , ,30.08, 
23174,20130508,1653,11,FEW070, ,10.00, , , ,65, ,18.3, ,58, ,14.5, ,53, ,11.7, , 65, ,15, ,260, , , ,29.73, , , , , ,30.07, ,AA, , , ,30.08, 
23174,20130508,1753,11,FEW070, ,10.00, , , ,64, ,17.8, ,57, ,14.0, ,52, ,11.1, , 65, ,14, ,260, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130508,1853,11,FEW070, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, ,13, ,260, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130508,1953,11,FEW070, ,10.00, , , ,63, ,17.2, ,57, ,13.8, ,52, ,11.1, , 68, ,11, ,260, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130508,2053,11,CLR, ,10.00, , , ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, , 70, ,15, ,270, , , ,29.74, , , , , ,30.08, ,AA, , , ,30.09, 
23174,20130508,2153,11,CLR, ,10.00, , , ,63, ,17.2, ,57, ,13.8, ,52, ,11.1, , 68, ,14, ,270, , , ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130508,2253,11,FEW140, ,10.00, , , ,61, ,16.1, ,57, ,13.6, ,53, ,11.7, , 75, ,13, ,270, , , ,29.75, , , , , ,30.09, ,AA, , , ,30.10, 
23174,20130508,2353,11,FEW140, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 5, ,240, , , ,29.75, , , , , ,30.09, ,AA, , , ,30.10, 
23174,20130509,0053,11,FEW014 SCT150, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 5, ,260, , , ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130509,0153,11,FEW014 SCT150, ,10.00, , , ,60, ,15.6, ,57, ,13.6, ,54, ,12.2, , 81, , 3, ,250, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,0253,11,FEW014, ,10.00, , , ,60, ,15.6, ,57, ,13.6, ,54, ,12.2, , 81, , 0, ,000, , , ,29.73, , , , , ,30.07, ,AA, , , ,30.08, 
23174,20130509,0353,11,SCT014, ,10.00, , , ,60, ,15.6, ,57, ,13.9, ,55, ,12.8, , 84, , 0, ,000, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130509,0405,11,BKN013, ,10.00, , , ,59, ,15.0, ,56, ,13.4, ,54, ,12.0, , 84, , 0, ,000, , , ,29.72, , , , , ,M, ,SP, , , ,30.07, 
23174,20130509,0450,11,SCT013 BKN025, ,10.00, , , ,57, ,14.0, ,55, ,12.9, ,54, ,12.0, , 90, , 3, ,090, , , ,29.73, , , , , ,M, ,SP, , , ,30.08, 
23174,20130509,0453,11,SCT013 BKN025, ,10.00, , , ,59, ,15.0, ,56, ,13.4, ,54, ,12.2, , 84, , 3, ,080, , , ,29.73, , , , , ,30.07, ,AA, , , ,30.08, 
23174,20130509,0553,11,BKN016 BKN040, ,10.00, , , ,60, ,15.6, ,57, ,13.9, ,55, ,12.8, , 84, , 5, ,090, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,0653,11,SCT017 BKN022 BKN040, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, , 3, ,070, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,0753,11,SCT018 BKN024 BKN060, ,10.00, , , ,65, ,18.3, ,58, ,14.5, ,53, ,11.7, , 65, , 5, ,VR , , , ,29.74, , , , , ,30.09, ,AA, , , ,30.09, 
23174,20130509,0803,11,FEW018 SCT024 BKN060, ,10.00, , , ,64, ,18.0, ,57, ,14.0, ,52, ,11.0, , 65, , 3, ,VR , , , ,29.74, , , , , ,M, ,SP, , , ,30.09, 
23174,20130509,0853,11,FEW020 SCT028 SCT060, ,10.00, , , ,67, ,19.4, ,59, ,14.7, ,52, ,11.1, , 59, , 5, ,250, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,0953,11,SCT028, ,10.00, , , ,66, ,18.9, ,59, ,15.0, ,54, ,12.2, , 65, ,10, ,260, , , ,29.74, , , , , ,30.08, ,AA, , , ,30.09, 
23174,20130509,1053,11,FEW030, ,10.00, , , ,68, ,20.0, ,60, ,15.5, ,54, ,12.2, , 61, ,11, ,250, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,1153,11,FEW032, ,10.00, , , ,69, ,20.6, ,61, ,16.0, ,55, ,12.8, , 61, ,11, ,240, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130509,1253,11,FEW040 SCT140, ,10.00, , , ,69, ,20.6, ,60, ,15.7, ,54, ,12.2, , 59, ,14, ,240, ,23, ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130509,1353,11,SCT016 BKN150, ,10.00, , , ,65, ,18.3, ,59, ,15.1, ,55, ,12.8, , 70, ,15, ,260, ,21, ,29.71, , , , , ,30.06, ,AA, , , ,30.06, 
23174,20130509,1453,11,FEW016 BKN150, ,10.00, , , ,65, ,18.3, ,59, ,15.1, ,55, ,12.8, , 70, ,13, ,260, , , ,29.71, , , , , ,30.05, ,AA, , , ,30.06, 
23174,20130509,1553,11,FEW016 SCT050 BKN150, ,10.00, , , ,66, ,18.9, ,60, ,15.3, ,55, ,12.8, , 68, ,14, ,270, , , ,29.68, , , , , ,30.03, ,AA, , , ,30.03, 
23174,20130509,1653,11,FEW016 SCT070 BKN150, ,10.00, , , ,65, ,18.3, ,59, ,15.1, ,55, ,12.8, , 70, ,13, ,250, , , ,29.68, , , , , ,30.03, ,AA, , , ,30.03, 
23174,20130509,1753,11,FEW016 SCT100 BKN150, ,10.00, , , ,63, ,17.2, ,58, ,14.6, ,55, ,12.8, , 75, , 8, ,260, , , ,29.70, , , , , ,30.05, ,AA, , , ,30.05, 
23174,20130509,1811,11,FEW016CB SCT100CB BKN150, ,10.00, ,TS, ,63, ,17.0, ,58, ,14.6, ,55, ,13.0, , 75, , 6, ,260, , , ,29.70, , , , , ,M, ,SP, , , ,30.05, 
23174,20130509,1835,11,FEW016 SCT100 BKN150, ,10.00, , , ,63, ,17.0, ,58, ,14.4, ,54, ,12.0, , 73, , 3, ,310, , , ,29.72, , , , , ,M, ,SP, , , ,30.07, 
23174,20130509,1853,11,SCT100 BKN150, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 5, ,VR , , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,1953,11,FEW100 SCT150, ,10.00, , , ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, , 70, , 9, ,260, , , ,29.70, , , , , ,30.04, ,AA, , , ,30.05, 
23174,20130509,2053,11,FEW150, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, , 0, ,000, , , ,29.74, , , , , ,30.08, ,AA, , , ,30.09, 
23174,20130509,2153,11,CLR, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, , 3, ,200, , , ,29.74, , , , , ,30.08, ,AA, , , ,30.09, 
23174,20130509,2253,11,FEW150, ,10.00, , , ,63, ,17.2, ,58, ,14.6, ,55, ,12.8, , 75, , 8, ,270, , , ,29.73, , , , , ,30.08, ,AA, , , ,30.08, 
23174,20130509,2353,11,FEW010 SCT250, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 3, ,330, , , ,29.73, , , , , ,30.07, ,AA, , , ,30.08, 
23174,20130510,0053,11,FEW010 BKN220, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 5, ,340, , , ,29.72, , , , , ,30.07, ,AA, , , ,30.07, 
23174,20130510,0153,11,FEW010 SCT220, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 0, ,000, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
23174,20130510,0253,11,FEW010 SCT220, ,10.00, , , ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, , 87, , 0, ,000, , , ,29.72, , , , , ,30.06, ,AA, , , ,30.07, 
